"id","frame_nmr","car_id","license_number","license_number_score","data_hora"
"1125339",206275,-1,"PYE7638","0.9141031503677368","2025-08-12 19:17:27.548278-03"
"1125340",206276,-1,"PVE7638","0.9594734907150269","2025-08-12 19:17:27.745651-03"
"1125341",206276,-1,"PYE7638","0.910776674747467","2025-08-12 19:17:27.911238-03"
"1125342",206277,-1,"PVE7638","0.9599059820175171","2025-08-12 19:17:28.090757-03"
"1125343",206277,-1,"PYE7638","0.9076695442199707","2025-08-12 19:17:28.270213-03"
"1125344",206278,-1,"PVE7638","0.953540563583374","2025-08-12 19:17:28.465631-03"
"1125345",206278,-1,"PYE7638","0.9091671705245972","2025-08-12 19:17:28.639198-03"
"1125346",206279,-1,"PVE7638","0.9160218238830566","2025-08-12 19:17:28.836017-03"
"1125347",206279,-1,"PVE7638","0.930750846862793","2025-08-12 19:17:28.999797-03"
"1125348",206280,-1,"PVE7638","0.9740979075431824","2025-08-12 19:17:29.198911-03"
"1125349",206280,-1,"PVE7638","0.9307530522346497","2025-08-12 19:17:29.380577-03"
"1125350",206281,-1,"PVE7638","0.9421126842498779","2025-08-12 19:17:29.5818-03"
"1125351",206281,-1,"PYE7638","0.9154170751571655","2025-08-12 19:17:29.767178-03"
